管理番号,No.,都道府県,面接拠点,分野,種別,名称,募集人数,派遣先事業所住所,業務内容,案件キャッチコピー,最寄り駅,最寄り駅より車で,通勤方法,送迎バス,日勤のみフラグ,就業時間,休憩,土日休みフラグ,勤務形態・休日,入社予定日,社宅補助（契約社員）,性別,備考,勤務地市町村
A-74派生5,A-74,長崎県,,半導体エンジニア,電気,半導体メーカー,3,長崎県諫早市津久葉町1883-43,品質異常対応業務（Master/Reol工程ライン品質業務）及びそれらに付随する業務,,JR西諌早駅,車で10分,自動車・バイク・電車・徒歩,有,,①0:30-19:30②19:30-07:30,70分,,シフト制,7/1～,有,,"""半導体経験者優遇／コミュニケーション力に自信のある方歓迎／ やる気のある方でPC業務が出来る方であれば未経験可／一部クリーンルーム内での業務あり""",長崎県 諫早市
A-76派生1,A-76,,,事務,電気,半導体メーカー,1,群馬県伊勢崎市富塚町1019,SDS作成補助　 (エクセル等を利用し、製品データまとめ、システムへのデータ入力等),,JR新伊勢崎線/新町駅,15分,徒歩・自転車・自動車・バイク,無し,,8:00～16:45,60分,,日勤・土日祝会社カレンダー,即日,,,未経験者歓迎　Excel触ったことある程度でOK　専門的な知識も必要なし,群馬県 伊勢崎市
A-76派生2,A-76,,,事務,電気,半導体メーカー,1,群馬県伊勢崎市富塚町1019,SDS作成補助　 (エクセル等を利用し、製品データまとめ、システムへのデータ入力等),,JR新伊勢崎線/新町駅,15分,徒歩・自転車・自動車・バイク,無し,,8:00～16:45,60分,,日勤・土日祝会社カレンダー,即日,,,未経験者歓迎　Excel触ったことある程度でOK　専門的な知識も必要なし,群馬県 伊勢崎市
A-76派生3,A-76,,,事務,電気,半導体メーカー,1,群馬県伊勢崎市富塚町1019,SDS作成補助　 (エクセル等を利用し、製品データまとめ、システムへのデータ入力等),,JR新伊勢崎線/新町駅,15分,徒歩・自転車・自動車・バイク,無し,,8:00～16:45,60分,,日勤・土日祝会社カレンダー,即日,,,未経験者歓迎　Excel触ったことある程度でOK　専門的な知識も必要なし,群馬県 伊勢崎市
A-76派生4,A-76,,,事務,電気,半導体メーカー,1,群馬県伊勢崎市富塚町1019,SDS作成補助　 (エクセル等を利用し、製品データまとめ、システムへのデータ入力等),,JR新伊勢崎線/新町駅,15分,徒歩・自転車・自動車・バイク,無し,,8:00～16:45,60分,,日勤・土日祝会社カレンダー,即日,,,未経験者歓迎　Excel触ったことある程度でOK　専門的な知識も必要なし,群馬県 伊勢崎市
A-76派生5,A-76,,,事務,電気,半導体メーカー,1,群馬県伊勢崎市富塚町1019,SDS作成補助　 (エクセル等を利用し、製品データまとめ、システムへのデータ入力等),,JR新伊勢崎線/新町駅,15分,徒歩・自転車・自動車・バイク,無し,,8:00～16:45,60分,,日勤・土日祝会社カレンダー,即日,,,未経験者歓迎　Excel触ったことある程度でOK　専門的な知識も必要なし,群馬県 伊勢崎市
A-77派生1,A-77,三重県,,実験・評価,電気,自動車メーカー,10,愛知県豊田市トヨタ町1,電池開発に係る実験、評価、データまとめ,未経験者でもスタートできるエンジニア職！,愛知環状鉄道　三河豊田駅,徒歩10分,徒歩・自転車・自動車・バイク,無し,日勤のみ,8:00～17:00,60分,土日休み,土日他会社カレンダー,8月初旬,,,未経験者でもスタートできる開発業務　コミュニケーション力は必須,愛知県 豊田市
A-77派生2,A-77,三重県,,実験・評価,電気,自動車メーカー,10,愛知県豊田市トヨタ町1,電池開発に係る実験、評価、データまとめ,未経験者でもスタートできるエンジニア職！,愛知環状鉄道　三河豊田駅,徒歩10分,徒歩・自転車・自動車・バイク,無し,日勤のみ,8:00～17:00,60分,土日休み,土日他会社カレンダー,8月初旬,,,未経験者でもスタートできる開発業務　コミュニケーション力は必須,愛知県 豊田市
A-77派生3,A-77,三重県,,実験・評価,電気,自動車メーカー,10,愛知県豊田市トヨタ町1,電池開発に係る実験、評価、データまとめ,未経験者でもスタートできるエンジニア職！,愛知環状鉄道　三河豊田駅,徒歩10分,徒歩・自転車・自動車・バイク,無し,日勤のみ,8:00～17:00,60分,土日休み,土日他会社カレンダー,8月初旬,,,未経験者でもスタートできる開発業務　コミュニケーション力は必須,愛知県 豊田市
A-77派生4,A-77,三重県,,実験・評価,電気,自動車メーカー,10,愛知県豊田市トヨタ町1,電池開発に係る実験、評価、データまとめ,未経験者でもスタートできるエンジニア職！,愛知環状鉄道　三河豊田駅,徒歩10分,徒歩・自転車・自動車・バイク,無し,日勤のみ,8:00～17:00,60分,土日休み,土日他会社カレンダー,8月初旬,,,未経験者でもスタートできる開発業務　コミュニケーション力は必須,愛知県 豊田市
A-77派生5,A-77,三重県,,実験・評価,電気,自動車メーカー,10,愛知県豊田市トヨタ町1,電池開発に係る実験、評価、データまとめ,未経験者でもスタートできるエンジニア職！,愛知環状鉄道　三河豊田駅,徒歩10分,徒歩・自転車・自動車・バイク,無し,日勤のみ,8:00～17:00,60分,土日休み,土日他会社カレンダー,8月初旬,,,未経験者でもスタートできる開発業務　コミュニケーション力は必須,愛知県 豊田市
A-78派生1,A-78,,,施設管理,電気,医療機器メーカー,5,静岡県富士宮市三園平818,工場施設の保守・保全・業者調整・各種事務業務,,富士宮駅,車で10分,徒歩・自転車・自動車・バイク,無し,,"""日勤 3交替 8:00-16:15 夕勤 16:00-0:15 夜勤 0:00-8:15""",60分,,土日休み,即日,,,,静岡県 富士宮市
A-78派生2,A-78,,,施設管理,電気,医療機器メーカー,5,静岡県富士宮市三園平818,工場施設の保守・保全・業者調整・各種事務業務,,富士宮駅,車で10分,徒歩・自転車・自動車・バイク,無し,,"""日勤 3交替 8:00-16:15 夕勤 16:00-0:15 夜勤 0:00-8:15""",60分,,土日休み,即日,,,,静岡県 富士宮市
A-78派生3,A-78,,,施設管理,電気,医療機器メーカー,5,静岡県富士宮市三園平818,工場施設の保守・保全・業者調整・各種事務業務,,富士宮駅,車で10分,徒歩・自転車・自動車・バイク,無し,,"""日勤 3交替 8:00-16:15 夕勤 16:00-0:15 夜勤 0:00-8:15""",60分,,土日休み,即日,,,,静岡県 富士宮市
A-78派生4,A-78,,,施設管理,電気,医療機器メーカー,5,静岡県富士宮市三園平818,工場施設の保守・保全・業者調整・各種事務業務,,富士宮駅,車で10分,徒歩・自転車・自動車・バイク,無し,,"""日勤 3交替 8:00-16:15 夕勤 16:00-0:15 夜勤 0:00-8:15""",60分,,土日休み,即日,,,,静岡県 富士宮市
A-78派生5,A-78,,,施設管理,電気,医療機器メーカー,5,静岡県富士宮市三園平818,工場施設の保守・保全・業者調整・各種事務業務,,富士宮駅,車で10分,徒歩・自転車・自動車・バイク,無し,,"""日勤 3交替 8:00-16:15 夕勤 16:00-0:15 夜勤 0:00-8:15""",60分,,土日休み,即日,,,,静岡県 富士宮市
A-80派生1,A-80,広島県,,事務・製図,機械,航空機メーカー,10,広島県広島市中区江波沖町5-1,航空機の製図（PowerPoint　Excel使用）,"""簡単事務業務！！！エンジニアのスキルが身につく！ 未経験者OK！資格不要！ PC操作に抵抗なく新しい事を前向きにチャレンジできる方大募集！""",江波駅,徒歩10分,徒歩・自転車・自動車・バイク,無し,日勤のみ,8：00～17：00,60分,土日休み,土日祝他会社カレンダー休み,8/1～,,,"""①駅チカ②研修体制バッチリ③日勤・土日祝日休み PowerPoint　Excelが使えて作業効率が良い方（研修で教えます） ※転勤なし""",広島県 広島市
A-80派生2,A-80,広島県,,事務・製図,機械,航空機メーカー,10,広島県広島市中区江波沖町5-1,航空機の製図（PowerPoint　Excel使用）,"""簡単事務業務！！！エンジニアのスキルが身につく！ 未経験者OK！資格不要！ PC操作に抵抗なく新しい事を前向きにチャレンジできる方大募集！""",江波駅,徒歩10分,徒歩・自転車・自動車・バイク,無し,日勤のみ,8：00～17：00,60分,土日休み,土日祝他会社カレンダー休み,8/1～,,,"""①駅チカ②研修体制バッチリ③日勤・土日祝日休み PowerPoint　Excelが使えて作業効率が良い方（研修で教えます） ※転勤なし""",広島県 広島市
A-80派生3,A-80,広島県,,事務・製図,機械,航空機メーカー,10,広島県広島市中区江波沖町5-1,航空機の製図（PowerPoint　Excel使用）,"""簡単事務業務！！！エンジニアのスキルが身につく！ 未経験者OK！資格不要！ PC操作に抵抗なく新しい事を前向きにチャレンジできる方大募集！""",江波駅,徒歩10分,徒歩・自転車・自動車・バイク,無し,日勤のみ,8：00～17：00,60分,土日休み,土日祝他会社カレンダー休み,8/1～,,,"""①駅チカ②研修体制バッチリ③日勤・土日祝日休み PowerPoint　Excelが使えて作業効率が良い方（研修で教えます） ※転勤なし""",広島県 広島市
A-80派生4,A-80,広島県,,事務・製図,機械,航空機メーカー,10,広島県広島市中区江波沖町5-1,航空機の製図（PowerPoint　Excel使用）,"""簡単事務業務！！！エンジニアのスキルが身につく！ 未経験者OK！資格不要！ PC操作に抵抗なく新しい事を前向きにチャレンジできる方大募集！""",江波駅,徒歩10分,徒歩・自転車・自動車・バイク,無し,日勤のみ,8：00～17：00,60分,土日休み,土日祝他会社カレンダー休み,8/1～,,,"""①駅チカ②研修体制バッチリ③日勤・土日祝日休み PowerPoint　Excelが使えて作業効率が良い方（研修で教えます） ※転勤なし""",広島県 広島市
A-80派生5,A-80,広島県,,事務・製図,機械,航空機メーカー,10,広島県広島市中区江波沖町5-1,航空機の製図（PowerPoint　Excel使用）,"""簡単事務業務！！！エンジニアのスキルが身につく！ 未経験者OK！資格不要！ PC操作に抵抗なく新しい事を前向きにチャレンジできる方大募集！""",江波駅,徒歩10分,徒歩・自転車・自動車・バイク,無し,日勤のみ,8：00～17：00,60分,土日休み,土日祝他会社カレンダー休み,8/1～,,,"""①駅チカ②研修体制バッチリ③日勤・土日祝日休み PowerPoint　Excelが使えて作業効率が良い方（研修で教えます） ※転勤なし""",広島県 広島市
A-81派生1,A-81,福岡県,,エンジニア,電気,半導体メーカー,1,福岡県福岡市西区今宿東1-1-1,大手電機メーカー向けアプリ開発支援,経験者のみ募集好立地好待遇,JR今宿駅,徒歩10分,徒歩・自転車・自動車・バイク,無し,日勤のみ,8：30～17：00,45分,土日休み,土日祝他会社カレンダー休み,即日,,制限なし,アプリ開発経験者　スキル：①VB.Net　or　C#、②SQLServer,福岡県 福岡市
A-81派生2,A-81,福岡県,,エンジニア,電気,半導体メーカー,1,福岡県福岡市西区今宿東1-1-1,大手電機メーカー向けアプリ開発支援,経験者のみ募集好立地好待遇,JR今宿駅,徒歩10分,徒歩・自転車・自動車・バイク,無し,日勤のみ,8：30～17：00,45分,土日休み,土日祝他会社カレンダー休み,即日,,制限なし,アプリ開発経験者　スキル：①VB.Net　or　C#、②SQLServer,福岡県 福岡市
A-81派生3,A-81,福岡県,,エンジニア,電気,半導体メーカー,1,福岡県福岡市西区今宿東1-1-1,大手電機メーカー向けアプリ開発支援,経験者のみ募集好立地好待遇,JR今宿駅,徒歩10分,徒歩・自転車・自動車・バイク,無し,日勤のみ,8：30～17：00,45分,土日休み,土日祝他会社カレンダー休み,即日,,制限なし,アプリ開発経験者　スキル：①VB.Net　or　C#、②SQLServer,福岡県 福岡市
A-81派生4,A-81,福岡県,,エンジニア,電気,半導体メーカー,1,福岡県福岡市西区今宿東1-1-1,大手電機メーカー向けアプリ開発支援,経験者のみ募集好立地好待遇,JR今宿駅,徒歩10分,徒歩・自転車・自動車・バイク,無し,日勤のみ,8：30～17：00,45分,土日休み,土日祝他会社カレンダー休み,即日,,制限なし,アプリ開発経験者　スキル：①VB.Net　or　C#、②SQLServer,福岡県 福岡市
A-81派生5,A-81,福岡県,,エンジニア,電気,半導体メーカー,1,福岡県福岡市西区今宿東1-1-1,大手電機メーカー向けアプリ開発支援,経験者のみ募集好立地好待遇,JR今宿駅,徒歩10分,徒歩・自転車・自動車・バイク,無し,日勤のみ,8：30～17：00,45分,土日休み,土日祝他会社カレンダー休み,即日,,制限なし,アプリ開発経験者　スキル：①VB.Net　or　C#、②SQLServer,福岡県 福岡市
A-82派生1,A-82,和歌山県,和歌山,設計補助,電気,電機メーカー,1,和歌山県和歌山市手平6丁目5番66号,業務用冷熱機器の設計開発業務補助,,JR宮前駅,徒歩10分,徒歩・自転車・自動車・バイク,無,,8：30～17：00,45分,,土日祝他会社カレンダー休み,即日,,,"""・Excel・Wordが問題なく使用できる。・機器構成部品の信頼性検討・試作機の評価結果分析（試験データまとめ、グラフ整理）、 改善検討・設計変更、新部品認定のための事務作業・上記3点の基礎的な知識を保有している（理系学部や学科を卒業レベル）""",和歌山県 和歌山市
A-82派生2,A-82,和歌山県,和歌山,設計補助,電気,電機メーカー,1,和歌山県和歌山市手平6丁目5番66号,業務用冷熱機器の設計開発業務補助,,JR宮前駅,徒歩10分,徒歩・自転車・自動車・バイク,無,,8：30～17：00,45分,,土日祝他会社カレンダー休み,即日,,,"""・Excel・Wordが問題なく使用できる。・機器構成部品の信頼性検討・試作機の評価結果分析（試験データまとめ、グラフ整理）、 改善検討・設計変更、新部品認定のための事務作業・上記3点の基礎的な知識を保有している（理系学部や学科を卒業レベル）""",和歌山県 和歌山市
A-82派生3,A-82,和歌山県,和歌山,設計補助,電気,電機メーカー,1,和歌山県和歌山市手平6丁目5番66号,業務用冷熱機器の設計開発業務補助,,JR宮前駅,徒歩10分,徒歩・自転車・自動車・バイク,無,,8：30～17：00,45分,,土日祝他会社カレンダー休み,即日,,,"""・Excel・Wordが問題なく使用できる。・機器構成部品の信頼性検討・試作機の評価結果分析（試験データまとめ、グラフ整理）、 改善検討・設計変更、新部品認定のための事務作業・上記3点の基礎的な知識を保有している（理系学部や学科を卒業レベル）""",和歌山県 和歌山市
A-82派生4,A-82,和歌山県,和歌山,設計補助,電気,電機メーカー,1,和歌山県和歌山市手平6丁目5番66号,業務用冷熱機器の設計開発業務補助,,JR宮前駅,徒歩10分,徒歩・自転車・自動車・バイク,無,,8：30～17：00,45分,,土日祝他会社カレンダー休み,即日,,,"""・Excel・Wordが問題なく使用できる。・機器構成部品の信頼性検討・試作機の評価結果分析（試験データまとめ、グラフ整理）、 改善検討・設計変更、新部品認定のための事務作業・上記3点の基礎的な知識を保有している（理系学部や学科を卒業レベル）""",和歌山県 和歌山市
A-82派生5,A-82,和歌山県,和歌山,設計補助,電気,電機メーカー,1,和歌山県和歌山市手平6丁目5番66号,業務用冷熱機器の設計開発業務補助,,JR宮前駅,徒歩10分,徒歩・自転車・自動車・バイク,無,,8：30～17：00,45分,,土日祝他会社カレンダー休み,即日,,,"""・Excel・Wordが問題なく使用できる。・機器構成部品の信頼性検討・試作機の評価結果分析（試験データまとめ、グラフ整理）、 改善検討・設計変更、新部品認定のための事務作業・上記3点の基礎的な知識を保有している（理系学部や学科を卒業レベル）""",和歌山県 和歌山市
A-85派生1,A-85,広島県,福山,評価,電気,光学部品メーカー,2,広島県三原市沼田西町小原73-1,光学製品の評価、解析に関する業務,"""未経験者OK！資格不要！ 新しい事を前向きにチャレンジできる方大募集！ 理系大学卒業の方大歓迎！※大学卒以外の方でも可""",JR西日本　山陽本線　本郷駅,10分,電車・バス・自動車・バイク・自転車,有,,"""日勤のみ　8:30～17:30",,,"""",60分,,5勤2休（土日休み）,即日,広島県 三原市
A-85派生2,A-85,広島県,福山,評価,電気,光学部品メーカー,2,広島県三原市沼田西町小原73-1,光学製品の評価、解析に関する業務,"""未経験者OK！資格不要！ 新しい事を前向きにチャレンジできる方大募集！ 理系大学卒業の方大歓迎！※大学卒以外の方でも可""",JR西日本　山陽本線　本郷駅,10分,電車・バス・自動車・バイク・自転車,有,,"""日勤のみ　8:30～17:30",,,"""",60分,,5勤2休（土日休み）,即日,広島県 三原市
A-85派生3,A-85,広島県,福山,評価,電気,光学部品メーカー,2,広島県三原市沼田西町小原73-1,光学製品の評価、解析に関する業務,"""未経験者OK！資格不要！ 新しい事を前向きにチャレンジできる方大募集！ 理系大学卒業の方大歓迎！※大学卒以外の方でも可""",JR西日本　山陽本線　本郷駅,10分,電車・バス・自動車・バイク・自転車,有,,"""日勤のみ　8:30～17:30",,,"""",60分,,5勤2休（土日休み）,即日,広島県 三原市
A-85派生4,A-85,広島県,福山,評価,電気,光学部品メーカー,2,広島県三原市沼田西町小原73-1,光学製品の評価、解析に関する業務,"""未経験者OK！資格不要！ 新しい事を前向きにチャレンジできる方大募集！ 理系大学卒業の方大歓迎！※大学卒以外の方でも可""",JR西日本　山陽本線　本郷駅,10分,電車・バス・自動車・バイク・自転車,有,,"""日勤のみ　8:30～17:30",,,"""",60分,,5勤2休（土日休み）,即日,広島県 三原市
A-85派生5,A-85,広島県,福山,評価,電気,光学部品メーカー,2,広島県三原市沼田西町小原73-1,光学製品の評価、解析に関する業務,"""未経験者OK！資格不要！ 新しい事を前向きにチャレンジできる方大募集！ 理系大学卒業の方大歓迎！※大学卒以外の方でも可""",JR西日本　山陽本線　本郷駅,10分,電車・バス・自動車・バイク・自転車,有,,"""日勤のみ　8:30～17:30",,,"""",60分,,5勤2休（土日休み）,即日,広島県 三原市
A-86派生1,A-86,宮城県,,ソフト開発関連,IT,車部品メーカー,1,宮城県加美郡色麻町大原8,ソフト開発関連（組込み、PCアプリ系GUIの作成等）、機械の保全メンテナンス業務,2023年に立て直した新建屋もあり、働きやすい環境です。,古川駅,徒歩3分,徒歩・自転車・自動車,無し,日勤のみ,8:20～17:00,45分,土日休み,土日祝他会社カレンダー休み,即日,なし,,C言語、C＃を業務内で使用しますので、学んだ経験がある方、知識がある方歓迎,宮城県 加美郡色麻町
A-86派生2,A-86,宮城県,,ソフト開発関連,IT,車部品メーカー,1,宮城県加美郡色麻町大原8,ソフト開発関連（組込み、PCアプリ系GUIの作成等）、機械の保全メンテナンス業務,2023年に立て直した新建屋もあり、働きやすい環境です。,古川駅,徒歩3分,徒歩・自転車・自動車,無し,日勤のみ,8:20～17:00,45分,土日休み,土日祝他会社カレンダー休み,即日,なし,,C言語、C＃を業務内で使用しますので、学んだ経験がある方、知識がある方歓迎,宮城県 加美郡色麻町
A-86派生3,A-86,宮城県,,ソフト開発関連,IT,車部品メーカー,1,宮城県加美郡色麻町大原8,ソフト開発関連（組込み、PCアプリ系GUIの作成等）、機械の保全メンテナンス業務,2023年に立て直した新建屋もあり、働きやすい環境です。,古川駅,徒歩3分,徒歩・自転車・自動車,無し,日勤のみ,8:20～17:00,45分,土日休み,土日祝他会社カレンダー休み,即日,なし,,C言語、C＃を業務内で使用しますので、学んだ経験がある方、知識がある方歓迎,宮城県 加美郡色麻町
A-86派生4,A-86,宮城県,,ソフト開発関連,IT,車部品メーカー,1,宮城県加美郡色麻町大原8,ソフト開発関連（組込み、PCアプリ系GUIの作成等）、機械の保全メンテナンス業務,2023年に立て直した新建屋もあり、働きやすい環境です。,古川駅,徒歩3分,徒歩・自転車・自動車,無し,日勤のみ,8:20～17:00,45分,土日休み,土日祝他会社カレンダー休み,即日,なし,,C言語、C＃を業務内で使用しますので、学んだ経験がある方、知識がある方歓迎,宮城県 加美郡色麻町
A-86派生5,A-86,宮城県,,ソフト開発関連,IT,車部品メーカー,1,宮城県加美郡色麻町大原8,ソフト開発関連（組込み、PCアプリ系GUIの作成等）、機械の保全メンテナンス業務,2023年に立て直した新建屋もあり、働きやすい環境です。,古川駅,徒歩3分,徒歩・自転車・自動車,無し,日勤のみ,8:20～17:00,45分,土日休み,土日祝他会社カレンダー休み,即日,なし,,C言語、C＃を業務内で使用しますので、学んだ経験がある方、知識がある方歓迎,宮城県 加美郡色麻町
A-87派生1,A-87,宮城県,,保全,機械,住宅メーカー,1,宮城県大崎市古川中里6-3-36,"""設備に関する、改善活動、修理対応、メンテナンス対応 ・機械：設備保全（機械）プレス、搬送機等のメンテナンス・部品交換・金型調整・部品調達（設計含む）・改善 ・電気：設備保全（電気）メンテナンス～改善　センサー交換・PLC設定 ・情報：設備情報　設備とPCの接続環境構築・VBでシーケンス制御・データベース（オラクル）ネットワーク構築""",確実に技術力を身に付けられたい方はぜひチャレンジください,古川駅,車で30分,自動車,無し,,"""①8:30～17:30 ②13:00～22:00 ③21:30～6:30""",60分,土日休み,土日祝他会社カレンダー休み,即日,なし,,"""業務内容に近しい業務経験者又は機械保全などの資格取得者歓迎 新しいことを積極的に学べる方歓迎！　　VB経験あればPLC知識なくても可能""",宮城県 大崎市
A-87派生2,A-87,宮城県,,保全,機械,住宅メーカー,1,宮城県大崎市古川中里6-3-36,"""設備に関する、改善活動、修理対応、メンテナンス対応 ・機械：設備保全（機械）プレス、搬送機等のメンテナンス・部品交換・金型調整・部品調達（設計含む）・改善 ・電気：設備保全（電気）メンテナンス～改善　センサー交換・PLC設定 ・情報：設備情報　設備とPCの接続環境構築・VBでシーケンス制御・データベース（オラクル）ネットワーク構築""",確実に技術力を身に付けられたい方はぜひチャレンジください,古川駅,車で30分,自動車,無し,,"""①8:30～17:30 ②13:00～22:00 ③21:30～6:30""",60分,土日休み,土日祝他会社カレンダー休み,即日,なし,,"""業務内容に近しい業務経験者又は機械保全などの資格取得者歓迎 新しいことを積極的に学べる方歓迎！　　VB経験あればPLC知識なくても可能""",宮城県 大崎市
A-87派生3,A-87,宮城県,,保全,機械,住宅メーカー,1,宮城県大崎市古川中里6-3-36,"""設備に関する、改善活動、修理対応、メンテナンス対応 ・機械：設備保全（機械）プレス、搬送機等のメンテナンス・部品交換・金型調整・部品調達（設計含む）・改善 ・電気：設備保全（電気）メンテナンス～改善　センサー交換・PLC設定 ・情報：設備情報　設備とPCの接続環境構築・VBでシーケンス制御・データベース（オラクル）ネットワーク構築""",確実に技術力を身に付けられたい方はぜひチャレンジください,古川駅,車で30分,自動車,無し,,"""①8:30～17:30 ②13:00～22:00 ③21:30～6:30""",60分,土日休み,土日祝他会社カレンダー休み,即日,なし,,"""業務内容に近しい業務経験者又は機械保全などの資格取得者歓迎 新しいことを積極的に学べる方歓迎！　　VB経験あればPLC知識なくても可能""",宮城県 大崎市
A-87派生4,A-87,宮城県,,保全,機械,住宅メーカー,1,宮城県大崎市古川中里6-3-36,"""設備に関する、改善活動、修理対応、メンテナンス対応 ・機械：設備保全（機械）プレス、搬送機等のメンテナンス・部品交換・金型調整・部品調達（設計含む）・改善 ・電気：設備保全（電気）メンテナンス～改善　センサー交換・PLC設定 ・情報：設備情報　設備とPCの接続環境構築・VBでシーケンス制御・データベース（オラクル）ネットワーク構築""",確実に技術力を身に付けられたい方はぜひチャレンジください,古川駅,車で30分,自動車,無し,,"""①8:30～17:30 ②13:00～22:00 ③21:30～6:30""",60分,土日休み,土日祝他会社カレンダー休み,即日,なし,,"""業務内容に近しい業務経験者又は機械保全などの資格取得者歓迎 新しいことを積極的に学べる方歓迎！　　VB経験あればPLC知識なくても可能""",宮城県 大崎市
A-87派生5,A-87,宮城県,,保全,機械,住宅メーカー,1,宮城県大崎市古川中里6-3-36,"""設備に関する、改善活動、修理対応、メンテナンス対応 ・機械：設備保全（機械）プレス、搬送機等のメンテナンス・部品交換・金型調整・部品調達（設計含む）・改善 ・電気：設備保全（電気）メンテナンス～改善　センサー交換・PLC設定 ・情報：設備情報　設備とPCの接続環境構築・VBでシーケンス制御・データベース（オラクル）ネットワーク構築""",確実に技術力を身に付けられたい方はぜひチャレンジください,古川駅,車で30分,自動車,無し,,"""①8:30～17:30 ②13:00～22:00 ③21:30～6:30""",60分,土日休み,土日祝他会社カレンダー休み,即日,なし,,"""業務内容に近しい業務経験者又は機械保全などの資格取得者歓迎 新しいことを積極的に学べる方歓迎！　　VB経験あればPLC知識なくても可能""",宮城県 大崎市
A-88派生1,A-88,長崎県,,半導体エンジニア,電気,半導体メーカー,1,長崎県諫早市津久葉町1883-43,"""モバイル製品の開発・量産において、欠陥検査データを使った歩留改善および欠陥検査環境整備を行う。 大分類としては二種類、欠陥検査データをもとに調査、デバイス・インテグ・プロセス・製造など関係部署と議論・ 協力しての欠陥解析業務と、欠陥検査レシピ作成や欠陥検査装置の選定・導入・手法確立の欠陥アプリ業務 を行う。""","""半導体の経験を存分に活かせる職場です。 工場新設に伴い綺麗な職場で、食堂も完備。""",JR長崎本線諫早駅,15分,自動車・バイク・自転車・徒歩（送迎バスあり）,有,日勤のみ,9：00～18：00,60分,土日休み,日勤・土日祝会社カレンダー,即日,,不問,"""・一定期間の社会人経験があること ・欠陥検査の専門知識は自ら学ぶ意志と行動があれば経験不問 ・ある程度のコミュニケーション能力があること ・基本的はPC操作スキルがあること。 ・未知の分野でも自ら学び、指示待ちではなく行動できること。""",長崎県 諫早市
A-88派生2,A-88,長崎県,,半導体エンジニア,電気,半導体メーカー,1,長崎県諫早市津久葉町1883-43,"""モバイル製品の開発・量産において、欠陥検査データを使った歩留改善および欠陥検査環境整備を行う。 大分類としては二種類、欠陥検査データをもとに調査、デバイス・インテグ・プロセス・製造など関係部署と議論・ 協力しての欠陥解析業務と、欠陥検査レシピ作成や欠陥検査装置の選定・導入・手法確立の欠陥アプリ業務 を行う。""","""半導体の経験を存分に活かせる職場です。 工場新設に伴い綺麗な職場で、食堂も完備。""",JR長崎本線諫早駅,15分,自動車・バイク・自転車・徒歩（送迎バスあり）,有,日勤のみ,9：00～18：00,60分,土日休み,日勤・土日祝会社カレンダー,即日,,不問,"""・一定期間の社会人経験があること ・欠陥検査の専門知識は自ら学ぶ意志と行動があれば経験不問 ・ある程度のコミュニケーション能力があること ・基本的はPC操作スキルがあること。 ・未知の分野でも自ら学び、指示待ちではなく行動できること。""",長崎県 諫早市
A-88派生3,A-88,長崎県,,半導体エンジニア,電気,半導体メーカー,1,長崎県諫早市津久葉町1883-43,"""モバイル製品の開発・量産において、欠陥検査データを使った歩留改善および欠陥検査環境整備を行う。 大分類としては二種類、欠陥検査データをもとに調査、デバイス・インテグ・プロセス・製造など関係部署と議論・ 協力しての欠陥解析業務と、欠陥検査レシピ作成や欠陥検査装置の選定・導入・手法確立の欠陥アプリ業務 を行う。""","""半導体の経験を存分に活かせる職場です。 工場新設に伴い綺麗な職場で、食堂も完備。""",JR長崎本線諫早駅,15分,自動車・バイク・自転車・徒歩（送迎バスあり）,有,日勤のみ,9：00～18：00,60分,土日休み,日勤・土日祝会社カレンダー,即日,,不問,"""・一定期間の社会人経験があること ・欠陥検査の専門知識は自ら学ぶ意志と行動があれば経験不問 ・ある程度のコミュニケーション能力があること ・基本的はPC操作スキルがあること。 ・未知の分野でも自ら学び、指示待ちではなく行動できること。""",長崎県 諫早市
A-88派生4,A-88,長崎県,,半導体エンジニア,電気,半導体メーカー,1,長崎県諫早市津久葉町1883-43,"""モバイル製品の開発・量産において、欠陥検査データを使った歩留改善および欠陥検査環境整備を行う。 大分類としては二種類、欠陥検査データをもとに調査、デバイス・インテグ・プロセス・製造など関係部署と議論・ 協力しての欠陥解析業務と、欠陥検査レシピ作成や欠陥検査装置の選定・導入・手法確立の欠陥アプリ業務 を行う。""","""半導体の経験を存分に活かせる職場です。 工場新設に伴い綺麗な職場で、食堂も完備。""",JR長崎本線諫早駅,15分,自動車・バイク・自転車・徒歩（送迎バスあり）,有,日勤のみ,9：00～18：00,60分,土日休み,日勤・土日祝会社カレンダー,即日,,不問,"""・一定期間の社会人経験があること ・欠陥検査の専門知識は自ら学ぶ意志と行動があれば経験不問 ・ある程度のコミュニケーション能力があること ・基本的はPC操作スキルがあること。 ・未知の分野でも自ら学び、指示待ちではなく行動できること。""",長崎県 諫早市
