管理番号,No.,都道府県,面接拠点,分野,種別,名称,募集人数,派遣先事業所住所,業務内容,案件キャッチコピー,最寄り駅,最寄り駅より車で,通勤方法,送迎バス,日勤のみフラグ,就業時間,休憩,土日休みフラグ,勤務形態・休日,入社予定日,社宅補助（契約社員）,性別,備考,勤務地市町村
A-39派生1,A-39,,,保全,電気,半導体メーカー,20,長崎県諫早市津久葉町1883-43,半導体製造装置メンテナンス業務、及び、技術サポート業務,,JR長崎本線諫早駅,15分,自動車・バイク・自転車・徒歩（送迎バスあり）,有,,"""➀8：30～17：30（60分） ②7：30～19：30 ③19：30～7：30""",90分,,"""➀平日勤務 ②③3勤3休""",即日～3月下旬まで,,,未経験者歓迎・半導体エンジニア希望者歓迎,長崎県 諫早市
A-39派生2,A-39,,,保全,電気,半導体メーカー,20,長崎県諫早市津久葉町1883-43,半導体製造装置メンテナンス業務、及び、技術サポート業務,,JR長崎本線諫早駅,15分,自動車・バイク・自転車・徒歩（送迎バスあり）,有,,"""➀8：30～17：30（60分） ②7：30～19：30 ③19：30～7：30""",90分,,"""➀平日勤務 ②③3勤3休""",即日～3月下旬まで,,,未経験者歓迎・半導体エンジニア希望者歓迎,長崎県 諫早市
A-39派生3,A-39,,,保全,電気,半導体メーカー,20,長崎県諫早市津久葉町1883-43,半導体製造装置メンテナンス業務、及び、技術サポート業務,,JR長崎本線諫早駅,15分,自動車・バイク・自転車・徒歩（送迎バスあり）,有,,"""➀8：30～17：30（60分） ②7：30～19：30 ③19：30～7：30""",90分,,"""➀平日勤務 ②③3勤3休""",即日～3月下旬まで,,,未経験者歓迎・半導体エンジニア希望者歓迎,長崎県 諫早市
A-39派生4,A-39,,,保全,電気,半導体メーカー,20,長崎県諫早市津久葉町1883-43,半導体製造装置メンテナンス業務、及び、技術サポート業務,,JR長崎本線諫早駅,15分,自動車・バイク・自転車・徒歩（送迎バスあり）,有,,"""➀8：30～17：30（60分） ②7：30～19：30 ③19：30～7：30""",90分,,"""➀平日勤務 ②③3勤3休""",即日～3月下旬まで,,,未経験者歓迎・半導体エンジニア希望者歓迎,長崎県 諫早市
A-39派生5,A-39,,,保全,電気,半導体メーカー,20,長崎県諫早市津久葉町1883-43,半導体製造装置メンテナンス業務、及び、技術サポート業務,,JR長崎本線諫早駅,15分,自動車・バイク・自転車・徒歩（送迎バスあり）,有,,"""➀8：30～17：30（60分） ②7：30～19：30 ③19：30～7：30""",90分,,"""➀平日勤務 ②③3勤3休""",即日～3月下旬まで,,,未経験者歓迎・半導体エンジニア希望者歓迎,長崎県 諫早市
A-46派生1,A-46,愛知県,,IT,電気,電気通信メーカー,10,愛知県名古屋市中村区名駅1-1-1JPタワー,車載製品の評価,未経験者でもスタートできるエンジニア職！,名古屋駅,徒歩3分,電車・バス・自転車・徒歩,無,日勤のみ,8：30～17:30,60分,土日休み,5勤2休　※カレンダー通り,即日～1月末まで,,,未経験歓迎　名駅直結ビルでの勤務になります,愛知県 名古屋市
A-46派生2,A-46,愛知県,,IT,電気,電気通信メーカー,10,愛知県名古屋市中村区名駅1-1-1JPタワー,車載製品の評価,未経験者でもスタートできるエンジニア職！,名古屋駅,徒歩3分,電車・バス・自転車・徒歩,無,日勤のみ,8：30～17:30,60分,土日休み,5勤2休　※カレンダー通り,即日～1月末まで,,,未経験歓迎　名駅直結ビルでの勤務になります,愛知県 名古屋市
A-46派生3,A-46,愛知県,,IT,電気,電気通信メーカー,10,愛知県名古屋市中村区名駅1-1-1JPタワー,車載製品の評価,未経験者でもスタートできるエンジニア職！,名古屋駅,徒歩3分,電車・バス・自転車・徒歩,無,日勤のみ,8：30～17:30,60分,土日休み,5勤2休　※カレンダー通り,即日～1月末まで,,,未経験歓迎　名駅直結ビルでの勤務になります,愛知県 名古屋市
A-46派生4,A-46,愛知県,,IT,電気,電気通信メーカー,10,愛知県名古屋市中村区名駅1-1-1JPタワー,車載製品の評価,未経験者でもスタートできるエンジニア職！,名古屋駅,徒歩3分,電車・バス・自転車・徒歩,無,日勤のみ,8：30～17:30,60分,土日休み,5勤2休　※カレンダー通り,即日～1月末まで,,,未経験歓迎　名駅直結ビルでの勤務になります,愛知県 名古屋市
A-46派生5,A-46,愛知県,,IT,電気,電気通信メーカー,10,愛知県名古屋市中村区名駅1-1-1JPタワー,車載製品の評価,未経験者でもスタートできるエンジニア職！,名古屋駅,徒歩3分,電車・バス・自転車・徒歩,無,日勤のみ,8：30～17:30,60分,土日休み,5勤2休　※カレンダー通り,即日～1月末まで,,,未経験歓迎　名駅直結ビルでの勤務になります,愛知県 名古屋市
A-48派生1,A-48,愛知県,,保全,電気,ロボット設備メーカー,1,愛知県刈谷市半城土町生出104-11,客先でのロボット・設備のメンテナンス,未経験者でもスタートできるエンジニア職！,JR東刈谷駅,車10分,自動車・自転車,無,日勤のみ,8:40～17:10,45分,土日休み,5勤2休　※カレンダー通り,即日～1月末まで,,,"""日勤のみ、未経験者歓迎、コミュニケーション能力のある方、 手先が器用な方、車の運転が可能な方""",愛知県 刈谷市
A-48派生2,A-48,愛知県,,保全,電気,ロボット設備メーカー,1,愛知県刈谷市半城土町生出104-11,客先でのロボット・設備のメンテナンス,未経験者でもスタートできるエンジニア職！,JR東刈谷駅,車10分,自動車・自転車,無,日勤のみ,8:40～17:10,45分,土日休み,5勤2休　※カレンダー通り,即日～1月末まで,,,"""日勤のみ、未経験者歓迎、コミュニケーション能力のある方、 手先が器用な方、車の運転が可能な方""",愛知県 刈谷市
A-48派生3,A-48,愛知県,,保全,電気,ロボット設備メーカー,1,愛知県刈谷市半城土町生出104-11,客先でのロボット・設備のメンテナンス,未経験者でもスタートできるエンジニア職！,JR東刈谷駅,車10分,自動車・自転車,無,日勤のみ,8:40～17:10,45分,土日休み,5勤2休　※カレンダー通り,即日～1月末まで,,,"""日勤のみ、未経験者歓迎、コミュニケーション能力のある方、 手先が器用な方、車の運転が可能な方""",愛知県 刈谷市
A-48派生4,A-48,愛知県,,保全,電気,ロボット設備メーカー,1,愛知県刈谷市半城土町生出104-11,客先でのロボット・設備のメンテナンス,未経験者でもスタートできるエンジニア職！,JR東刈谷駅,車10分,自動車・自転車,無,日勤のみ,8:40～17:10,45分,土日休み,5勤2休　※カレンダー通り,即日～1月末まで,,,"""日勤のみ、未経験者歓迎、コミュニケーション能力のある方、 手先が器用な方、車の運転が可能な方""",愛知県 刈谷市
A-48派生5,A-48,愛知県,,保全,電気,ロボット設備メーカー,1,愛知県刈谷市半城土町生出104-11,客先でのロボット・設備のメンテナンス,未経験者でもスタートできるエンジニア職！,JR東刈谷駅,車10分,自動車・自転車,無,日勤のみ,8:40～17:10,45分,土日休み,5勤2休　※カレンダー通り,即日～1月末まで,,,"""日勤のみ、未経験者歓迎、コミュニケーション能力のある方、 手先が器用な方、車の運転が可能な方""",愛知県 刈谷市
A-49派生1,A-49,,,ｴﾝｼﾞﾆｱ,機械,輸送機器メーカー,1,静岡県浜松市中央区豊岡町127,表面実装機の設置・仕様説明・メンテナンス業務,,遠州鉄道　浜北駅,車20分,自動車・バイク・自転車・徒歩（送迎バスあり）,有,,8:00-17:00,45分,,5勤2休　※カレンダー通り,即日,,,日勤のみ。国内出張あり。コミニュケーション必須。自動車運転免許。,静岡県 浜松市
A-49派生2,A-49,,,ｴﾝｼﾞﾆｱ,機械,輸送機器メーカー,1,静岡県浜松市中央区豊岡町127,表面実装機の設置・仕様説明・メンテナンス業務,,遠州鉄道　浜北駅,車20分,自動車・バイク・自転車・徒歩（送迎バスあり）,有,,8:00-17:00,45分,,5勤2休　※カレンダー通り,即日,,,日勤のみ。国内出張あり。コミニュケーション必須。自動車運転免許。,静岡県 浜松市
A-49派生3,A-49,,,ｴﾝｼﾞﾆｱ,機械,輸送機器メーカー,1,静岡県浜松市中央区豊岡町127,表面実装機の設置・仕様説明・メンテナンス業務,,遠州鉄道　浜北駅,車20分,自動車・バイク・自転車・徒歩（送迎バスあり）,有,,8:00-17:00,45分,,5勤2休　※カレンダー通り,即日,,,日勤のみ。国内出張あり。コミニュケーション必須。自動車運転免許。,静岡県 浜松市
A-49派生4,A-49,,,ｴﾝｼﾞﾆｱ,機械,輸送機器メーカー,1,静岡県浜松市中央区豊岡町127,表面実装機の設置・仕様説明・メンテナンス業務,,遠州鉄道　浜北駅,車20分,自動車・バイク・自転車・徒歩（送迎バスあり）,有,,8:00-17:00,45分,,5勤2休　※カレンダー通り,即日,,,日勤のみ。国内出張あり。コミニュケーション必須。自動車運転免許。,静岡県 浜松市
A-49派生5,A-49,,,ｴﾝｼﾞﾆｱ,機械,輸送機器メーカー,1,静岡県浜松市中央区豊岡町127,表面実装機の設置・仕様説明・メンテナンス業務,,遠州鉄道　浜北駅,車20分,自動車・バイク・自転車・徒歩（送迎バスあり）,有,,8:00-17:00,45分,,5勤2休　※カレンダー通り,即日,,,日勤のみ。国内出張あり。コミニュケーション必須。自動車運転免許。,静岡県 浜松市
A-50派生1,A-50,,,保全,電気,半導体メーカー,30,長崎県諫早市津久葉町1883-43,半導体製造装置メンテナンス業務、及び、技術サポート業務,,JR長崎本線諫早駅,15分,自動車・バイク・自転車・徒歩（送迎バスあり）,有,,"""➀8：30～17：30（60分） ②7：30～19：30 ③19：30～7：30""",90分,,"""➀平日勤務 ②③3勤3休""",即日～3月下旬まで,,,日勤のみ希望者も歓迎・未経験者歓迎・半導体エンジニア希望者歓迎,長崎県 諫早市
A-50派生2,A-50,,,保全,電気,半導体メーカー,30,長崎県諫早市津久葉町1883-43,半導体製造装置メンテナンス業務、及び、技術サポート業務,,JR長崎本線諫早駅,15分,自動車・バイク・自転車・徒歩（送迎バスあり）,有,,"""➀8：30～17：30（60分） ②7：30～19：30 ③19：30～7：30""",90分,,"""➀平日勤務 ②③3勤3休""",即日～3月下旬まで,,,日勤のみ希望者も歓迎・未経験者歓迎・半導体エンジニア希望者歓迎,長崎県 諫早市
A-50派生3,A-50,,,保全,電気,半導体メーカー,30,長崎県諫早市津久葉町1883-43,半導体製造装置メンテナンス業務、及び、技術サポート業務,,JR長崎本線諫早駅,15分,自動車・バイク・自転車・徒歩（送迎バスあり）,有,,"""➀8：30～17：30（60分） ②7：30～19：30 ③19：30～7：30""",90分,,"""➀平日勤務 ②③3勤3休""",即日～3月下旬まで,,,日勤のみ希望者も歓迎・未経験者歓迎・半導体エンジニア希望者歓迎,長崎県 諫早市
A-50派生4,A-50,,,保全,電気,半導体メーカー,30,長崎県諫早市津久葉町1883-43,半導体製造装置メンテナンス業務、及び、技術サポート業務,,JR長崎本線諫早駅,15分,自動車・バイク・自転車・徒歩（送迎バスあり）,有,,"""➀8：30～17：30（60分） ②7：30～19：30 ③19：30～7：30""",90分,,"""➀平日勤務 ②③3勤3休""",即日～3月下旬まで,,,日勤のみ希望者も歓迎・未経験者歓迎・半導体エンジニア希望者歓迎,長崎県 諫早市
A-50派生5,A-50,,,保全,電気,半導体メーカー,30,長崎県諫早市津久葉町1883-43,半導体製造装置メンテナンス業務、及び、技術サポート業務,,JR長崎本線諫早駅,15分,自動車・バイク・自転車・徒歩（送迎バスあり）,有,,"""➀8：30～17：30（60分） ②7：30～19：30 ③19：30～7：30""",90分,,"""➀平日勤務 ②③3勤3休""",即日～3月下旬まで,,,日勤のみ希望者も歓迎・未経験者歓迎・半導体エンジニア希望者歓迎,長崎県 諫早市
A-52派生1,A-52,広島県,福山,評価,電気,光学部品メーカー,2,広島県三原市沼田西町小原73-1,光学製品の評価、解析に関する業務,,JR西日本　山陽本線　本郷駅,10分,電車・バス・自動車・バイク・自転車,有,,"""日勤のみ　8:30～17:30",,,"""",60分,,5勤2休（土日休み）,即日,広島県 三原市
A-52派生2,A-52,広島県,福山,評価,電気,光学部品メーカー,2,広島県三原市沼田西町小原73-1,光学製品の評価、解析に関する業務,,JR西日本　山陽本線　本郷駅,10分,電車・バス・自動車・バイク・自転車,有,,"""日勤のみ　8:30～17:30",,,"""",60分,,5勤2休（土日休み）,即日,広島県 三原市
